서울 서초구 강남대로 201 서초구민회관 앞 중앙차로
서울 성동구 강변북로 257 한강사업본부 옆
서울 강서구 마곡동 727-1091 마곡역 중앙차로정류장 옆
서울 강남구 도산대로 104 신사역2번출구 앞
서울 동작구 동작대로 144 이수역 북단 버스중앙차로
서울 금천구 독산동 996-9 한양수자인아파트 앞
서울 마포구 노고산동 57-62 (신촌역 7번 출구)
서울 영등포구 영중로 37 (영등포시장사거리)
서울 성북구 돈암동 8-164번지 
서울 종로구 종로 169 (종묘주차장 앞)
서울 강동구 천호대로 1151 길동사거리 강동성모요양병원 앞)
서울 중구 청계천로 184 (청계천4가사거리 남강빌딩 앞)
서울 용산구 한강대로 405 (서울역 앞)
서울 동대문구 홍릉로 1 (청량리전철역 사거리 SC제일은행 앞)
서울 노원구 화랑로 429 태능입구역 8번 출구
